ComarcaDescripcio,2020-02-25,2020-02-26,2020-02-27,2020-02-28,2020-02-29,2020-03-01,2020-03-02,2020-03-03,2020-03-04,2020-03-05,2020-03-06,2020-03-07,2020-03-08,2020-03-09,2020-03-10,2020-03-11,2020-03-12,2020-03-13,2020-03-14,2020-03-15,2020-03-16,2020-03-17,2020-03-18,2020-03-19,2020-03-20,2020-03-21,2020-03-22,2020-03-23,2020-03-24,2020-03-25,2020-03-26,2020-03-27,2020-03-28,2020-03-29,2020-03-30,2020-03-31,2020-04-01,2020-04-02,2020-04-03,2020-04-04,2020-04-05,2020-04-06,2020-04-07,2020-04-08,2020-04-09,2020-04-10,2020-04-11,2020-04-12,2020-04-13,2020-04-14,2020-04-15,2020-04-16,2020-04-17,2020-04-18,2020-04-19,2020-04-20,2020-04-21,2020-04-22,2020-04-23,2020-04-24,2020-04-25,2020-04-26,2020-04-27,2020-04-28,2020-04-29,2020-04-30,2020-05-01,2020-05-02,2020-05-03,2020-05-04,2020-05-05,2020-05-06,2020-05-07,2020-05-08,2020-05-09,2020-05-10,2020-05-11,2020-05-12,2020-05-13,2020-05-14,2020-05-15,2020-05-16,2020-05-17,2020-05-18,2020-05-19,2020-05-20,2020-05-21,2020-05-22,2020-05-23,2020-05-24,2020-05-25,2020-05-26,2020-05-27,2020-05-28,2020-05-29,2020-05-30,2020-05-31,2020-06-01,2020-06-02,2020-06-03,2020-06-04,2020-06-05,2020-06-06,2020-06-07,2020-06-08,2020-06-09,2020-06-10,2020-06-11,2020-06-12,2020-06-13,2020-06-14,2020-06-15,2020-06-16,2020-06-17,2020-06-18,2020-06-19,2020-06-20,2020-06-21,2020-06-22,2020-06-23,2020-06-24,2020-06-25,2020-06-26,2020-06-27,2020-06-28,2020-06-29,2020-06-30,2020-07-01,2020-07-02,2020-07-03,2020-07-04,2020-07-05,2020-07-06,2020-07-07,2020-07-08,2020-07-09,2020-07-10,2020-07-11,2020-07-12,2020-07-13,2020-07-14,2020-07-15,2020-07-16,2020-07-17,2020-07-18,2020-07-19,2020-07-20,2020-07-21,2020-07-22,2020-07-23,2020-07-24,2020-07-25,2020-07-26,2020-07-27,2020-07-28,2020-07-29,2020-07-30,2020-07-31,2020-08-01,2020-08-02,2020-08-03,2020-08-04,2020-08-05,2020-08-06,2020-08-07,2020-08-08,2020-08-09,2020-08-10,2020-08-11,2020-08-12,2020-08-13,2020-08-14,2020-08-15,2020-08-16,2020-08-17,2020-08-18,2020-08-19,2020-08-20,2020-08-21
Baix Empordà ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7591919161244771,0,3.7959595806223856,1.5183838322489542,0.7591919161244771,0.7591919161244771,3.7959595806223856,4.555151496746863,7.591919161244771,9.869494909618203,10.62868682574268,5.31434341287134,9.869494909618203,15.183838322489542,22.775757483734314,13.665454490240588,12.147070657991634,8.351111077369248,5.31434341287134,13.665454490240588,9.869494909618203,7.591919161244771,12.906262574116111,13.665454490240588,5.31434341287134,5.31434341287134,14.424646406365065,10.62868682574268,2.2775757483734314,9.110302993493725,5.31434341287134,3.0367676644979085,3.7959595806223856,8.351111077369248,9.869494909618203,7.591919161244771,9.869494909618203,3.0367676644979085,3.0367676644979085,5.31434341287134,9.869494909618203,14.424646406365065,9.110302993493725,18.97979790311193,25.053333232107743,3.0367676644979085,3.0367676644979085,14.424646406365065,11.387878741867157,15.183838322489542,19.738989819236405,6.832727245120294,0,2.2775757483734314,20.49818173536088,9.869494909618203,3.7959595806223856,7.591919161244771,5.31434341287134,1.5183838322489542,3.0367676644979085,9.869494909618203,12.147070657991634,13.665454490240588,9.110302993493725,3.0367676644979085,2.2775757483734314,0,3.0367676644979085,5.31434341287134,3.0367676644979085,7.591919161244771,0.7591919161244771,0.7591919161244771,0.7591919161244771,5.31434341287134,10.62868682574268,3.0367676644979085,3.0367676644979085,1.5183838322489542,3.0367676644979085,0,0,2.2775757483734314,3.0367676644979085,1.5183838322489542,1.5183838322489542,0,0.7591919161244771,0,0,0,0,3.0367676644979085,0,0,1.5183838322489542,0,0.7591919161244771,0.7591919161244771,0,0,0,0,0,0.7591919161244771,1.5183838322489542,0,0,0,0.7591919161244771,3.0367676644979085,0,2.2775757483734314,1.5183838322489542,0,0,0,0.7591919161244771,0,1.5183838322489542,2.2775757483734314,0,0,2.2775757483734314,10.62868682574268,12.906262574116111,3.7959595806223856,3.0367676644979085,2.2775757483734314,0.7591919161244771,2.2775757483734314,1.5183838322489542,6.073535328995817,1.5183838322489542,0,1.5183838322489542,0.7591919161244771,4.555151496746863,2.2775757483734314,3.0367676644979085,9.110302993493725,1.5183838322489542,0.7591919161244771,3.0367676644979085,0,5.31434341287134,3.7959595806223856,3.7959595806223856,4.555151496746863,0,3.7959595806223856,8.351111077369248,6.832727245120294,5.31434341287134,6.073535328995817,5.31434341287134,4.555151496746863,1.5183838322489542,10.62868682574268,9.110302993493725,7.591919161244771,0.7591919161244771,0
Baix Llobregat,0,0,0,0,0,0,0,0,0,0.12472762604662069,0.12472762604662069,0,0,0.12472762604662069,1.2472762604662069,0.9978210083729655,3.866556407445241,5.488015546051311,5.238560293958069,6.111653676284414,13.096400734895173,15.216770377687725,18.33496102885324,21.203696427925518,27.938988234443034,18.709143906993102,9.604027205589793,26.691711973976826,25.569163339557242,27.31535010420993,28.936809242815997,23.57352132281131,30.93245125956193,17.212412394433656,28.81208161676938,28.81208161676938,15.840408507920829,16.21459138606069,25.818618591650484,22.700427940484964,7.733112814890482,18.958599159086347,18.459688654899864,15.965136133967448,18.33496102885324,6.236381302331035,18.833871533039723,8.98038907535669,4.116011659538483,13.969494117221517,10.477120587916138,15.092042751641102,18.21023340280662,5.6127431720979315,6.860019432564138,11.849124474428965,13.844766491174896,13.720038865128275,13.969494117221517,5.36328792000469,3.4923735293053793,8.107295693030345,5.238560293958069,14.967315125594482,4.614922163724966,6.610564180470897,4.739649789771587,2.4945525209324138,2.120369642792552,3.6171011553519996,3.866556407445241,3.6171011553519996,2.4945525209324138,6.610564180470897,0.9978210083729655,0.8730933823263448,4.116011659538483,5.238560293958069,7.733112814890482,2.993463025118897,3.991284033491862,0.24945525209324138,0.24945525209324138,2.7440077730256554,4.864377415818207,3.367645903258759,4.240739285585104,6.361108928377655,0.49891050418648275,0.3741828781398621,2.6192801469790346,3.242918277212138,4.240739285585104,4.240739285585104,3.866556407445241,0.6236381302331034,0.12472762604662069,0.3741828781398621,3.991284033491862,1.995642016745931,1.995642016745931,2.6192801469790346,0.3741828781398621,0.12472762604662069,3.991284033491862,1.7461867646526896,2.2450972688391726,2.120369642792552,3.1181906511655173,0.12472762604662069,0.24945525209324138,1.1225486344195863,4.365466911631724,1.1225486344195863,1.3720038865128277,1.2472762604662069,0.24945525209324138,0.24945525209324138,1.1225486344195863,1.4967315125594485,0.24945525209324138,1.621459138606069,2.868735399072276,0.3741828781398621,0.24945525209324138,1.3720038865128277,1.1225486344195863,0.9978210083729655,0.7483657562797242,2.4945525209324138,0.6236381302331034,0.12472762604662069,0.7483657562797242,4.116011659538483,3.991284033491862,4.116011659538483,8.730933823263449,1.4967315125594485,0.7483657562797242,13.345855986988413,20.455330671645793,23.82297657490455,14.593132247454623,20.455330671645793,4.9891050418648275,3.242918277212138,16.33931901210731,18.958599159086347,19.83169254141269,29.934630251188963,24.197159453044414,4.365466911631724,6.860019432564138,13.969494117221517,26.94116722607007,23.57352132281131,19.208054411179585,22.94988319257821,8.356750945123586,3.4923735293053793,13.096400734895173,22.450972688391726,18.833871533039723,16.46404663815393,23.074610818624826,3.866556407445241,1.8709143906993102,14.34367699536138,13.844766491174896,13.221128360941794,14.34367699536138,20.20587541955255,7.733112814890482,3.1181906511655173,10.227665335822897,13.720038865128275,14.717859873501242,11.973852100475588,1.4967315125594485
Baix Penedès,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9939962625740527,0,1.9879925251481054,0,6.957973838018369,7.951970100592422,4.969981312870264,4.969981312870264,11.927955150888632,9.939962625740527,4.969981312870264,15.903940201184843,11.927955150888632,13.915947676036739,5.963977575444316,14.909943938610791,11.927955150888632,4.969981312870264,9.939962625740527,18.885928988907,26.837899089499427,15.903940201184843,15.903940201184843,9.939962625740527,5.963977575444316,15.903940201184843,15.903940201184843,8.945966363166475,6.957973838018369,4.969981312870264,6.957973838018369,3.975985050296211,3.975985050296211,1.9879925251481054,11.927955150888632,3.975985050296211,3.975985050296211,1.9879925251481054,1.9879925251481054,5.963977575444316,2.981988787722158,7.951970100592422,4.969981312870264,4.969981312870264,2.981988787722158,0.9939962625740527,3.975985050296211,1.9879925251481054,0.9939962625740527,0,3.975985050296211,0.9939962625740527,0.9939962625740527,0,1.9879925251481054,0,1.9879925251481054,0.9939962625740527,0,0,1.9879925251481054,0,1.9879925251481054,1.9879925251481054,0.9939962625740527,0,0,0,4.969981312870264,4.969981312870264,0.9939962625740527,0.9939962625740527,0,0,0.9939962625740527,0,0.9939962625740527,0.9939962625740527,1.9879925251481054,0,0,0,3.975985050296211,0,0,0,0.9939962625740527,0,0.9939962625740527,0,0.9939962625740527,1.9879925251481054,0.9939962625740527,0,0,0,0,0.9939962625740527,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9939962625740527,0,3.975985050296211,0,0,0,0,0,0.9939962625740527,1.9879925251481054,0.9939962625740527,0,0,2.981988787722158,2.981988787722158,1.9879925251481054,2.981988787722158,3.975985050296211,1.9879925251481054,0,3.975985050296211,2.981988787722158,5.963977575444316,0.9939962625740527,6.957973838018369,1.9879925251481054,0,1.9879925251481054,2.981988787722158,2.981988787722158,5.963977575444316,1.9879925251481054,0,2.981988787722158,3.975985050296211,6.957973838018369,4.969981312870264,6.957973838018369,3.975985050296211,7.951970100592422,5.963977575444316,6.957973838018369,7.951970100592422,6.957973838018369,10.93395888831458,8.945966363166475,8.945966363166475,6.957973838018369,17.89193272633295,6.957973838018369,0,0
Barcelonès,0,0,0,0,0,0,0.08926495221423945,0,0.04463247610711973,0.08926495221423945,0,0.04463247610711973,0,0.26779485664271835,0.7141196177139156,1.5175041876420707,3.7044955168909373,5.266632180640127,6.47170903553236,7.810683318745952,14.951879495885109,15.755264065813265,18.165417775597728,24.36933195448737,25.440511381058247,25.083451572201284,18.701007488883167,30.082288896198698,33.16192974758996,32.804869938733,38.25003202380161,31.33199822719805,27.761400138628474,19.147332249954363,27.270442901450153,27.359707853664393,25.038819096094166,19.6829219632398,22.98572519516666,12.809520642743363,9.81914474356634,18.38858015613333,17.808357966740772,20.173879200418117,19.81681939156116,14.951879495885109,12.809520642743363,10.220837028530418,9.64061483913786,20.530939009275077,21.780648340274425,24.324699478380253,28.07382747137831,10.622529313494496,9.59598236303074,17.897622918955012,16.156956350777342,10.756426741815854,12.184665977243686,14.996511971992229,5.891486846139804,6.650238939960839,4.686409991247571,6.873401320496438,6.070016750568283,6.114649226675403,3.3474357080339794,3.2581707558197404,1.3836067593207115,3.8383929452122967,4.731042467354691,5.757589417818445,4.5078800868190925,3.5705980885695787,3.436700660248219,1.3836067593207115,3.3028032319268594,5.266632180640127,4.998837323997409,4.3293501823906135,4.731042467354691,0.8926495221423947,0.3570598088569578,3.4813331363553393,5.400529608961487,5.311264656747248,6.382444083318122,8.34627303203139,0.803384569928155,0.490957237178317,5.177367228425888,5.221999704533008,5.668324465604205,3.7937604691051767,4.686409991247571,1.0711794265708734,0.490957237178317,0.4016922849640775,2.0977263770346273,3.168905803605501,3.436700660248219,2.9011109469627825,0.490957237178317,0.3124273327498381,1.3836067593207115,1.7406665681776696,2.142358853141747,1.8299315203919089,3.168905803605501,0.1785299044284789,0.4016922849640775,1.1604443787851129,1.963828948713268,1.5621366637491902,2.0977263770346273,1.69603409207055,0.4016922849640775,0.22316238053559867,1.2050768548922326,2.0530939009275073,0.22316238053559867,1.2497093309993523,3.3474357080339794,0.26779485664271835,0.3124273327498381,2.5440511381058246,4.6417775151404514,6.9626662727106785,6.828768844389318,7.051931224924917,0.490957237178317,0.803384569928155,6.42707655942524,9.81914474356634,11.738341216172488,13.077315499386081,21.28969110309611,2.2316238053559863,2.410153709784465,18.879537393311644,20.75410138981067,23.744477288987696,25.663673761593845,35.572083457374426,7.899948270960192,9.194290078066665,21.42358853141747,33.16192974758996,28.877212041306464,28.341622328021028,26.37779337930776,10.399366932958896,6.42707655942524,22.093075673024266,28.743314612985102,28.430887280235268,27.58287023419999,27.40434032977151,8.747965316995467,4.95420484789029,18.12078529949061,23.298152527916496,23.655212336773456,20.486306533167955,22.226973101345624,6.293179131103882,3.8383929452122967,17.85299044284789,22.137708149131385,21.15579367477475,20.530939009275077,21.02189624645339,7.364358557674755,3.3920681841411,18.656375012776046,24.994186619987044,23.253520051809378,14.639452163135271,1.294341807106472
Berguedà ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.032332737840625,2.5161663689203126,20.1293309513625,32.71016279596407,12.580831844601565,0,5.032332737840625,15.096998213521879,50.32332737840626,45.290994640565636,27.67783005812344,27.67783005812344,40.258661902725,10.06466547568125,60.387992854087514,40.258661902725,20.1293309513625,22.645497320282818,22.645497320282818,25.16166368920313,27.67783005812344,15.096998213521879,35.22632916488438,27.67783005812344,30.193996427043757,15.096998213521879,7.548499106760939,7.548499106760939,17.61316458244219,7.548499106760939,17.61316458244219,20.1293309513625,78.0011574365297,80.51732380545,7.548499106760939,7.548499106760939,65.42032559192813,62.904159223007824,42.77482827164532,27.67783005812344,45.290994640565636,0,5.032332737840625,30.193996427043757,5.032332737840625,0,2.5161663689203126,0,0,2.5161663689203126,0,2.5161663689203126,2.5161663689203126,0,5.032332737840625,0,0,0,2.5161663689203126,2.5161663689203126,0,0,0,0,5.032332737840625,2.5161663689203126,7.548499106760939,5.032332737840625,0,2.5161663689203126,5.032332737840625,2.5161663689203126,30.193996427043757,0,5.032332737840625,0,0,7.548499106760939,0,15.096998213521879,5.032332737840625,5.032332737840625,0,0,2.5161663689203126,2.5161663689203126,2.5161663689203126,0,0,0,0,0,0,5.032332737840625,0,5.032332737840625,0,0,2.5161663689203126,2.5161663689203126,0,2.5161663689203126,0,0,0,0,2.5161663689203126,2.5161663689203126,2.5161663689203126,0,0,0,2.5161663689203126,5.032332737840625,5.032332737840625,0,0,0,0,5.032332737840625,0,25.16166368920313,2.5161663689203126,30.193996427043757,0,2.5161663689203126,5.032332737840625,5.032332737840625,0,12.580831844601565,0,0,2.5161663689203126,0,0,7.548499106760939,0,12.580831844601565,10.06466547568125,0,5.032332737840625,5.032332737840625,2.5161663689203126,0,0,0,2.5161663689203126,10.06466547568125,7.548499106760939,2.5161663689203126,2.5161663689203126,2.5161663689203126,0,2.5161663689203126,0,2.5161663689203126,7.548499106760939,12.580831844601565,0
Cerdanya,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.3963628514381305,0,0,0,5.3963628514381305,0,0,0,10.792725702876261,32.37817710862878,26.981814257190656,16.18908855431439,16.18908855431439,0,0,5.3963628514381305,16.18908855431439,10.792725702876261,10.792725702876261,10.792725702876261,10.792725702876261,5.3963628514381305,0,5.3963628514381305,10.792725702876261,0,5.3963628514381305,0,0,0,5.3963628514381305,5.3963628514381305,0,0,5.3963628514381305,0,5.3963628514381305,0,5.3963628514381305,0,5.3963628514381305,0,0,0,0,0,0,0,0,0,0,10.792725702876261,0,0,0,0,0,0,0,5.3963628514381305,0,0,0,0,5.3963628514381305,0,0,0,5.3963628514381305,0,0,21.585451405752522,5.3963628514381305,32.37817710862878,10.792725702876261,0,0,0,10.792725702876261,0,0,0,0,0,0,0,0,0,5.3963628514381305,0,0,0,5.3963628514381305,5.3963628514381305,5.3963628514381305,0,0,5.3963628514381305,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.3963628514381305,0,0,5.3963628514381305,0,0,0,0,0,0,5.3963628514381305,5.3963628514381305,5.3963628514381305,0,5.3963628514381305,5.3963628514381305,0,0,5.3963628514381305,0,0,0,0,5.3963628514381305,0,0,5.3963628514381305,5.3963628514381305,0,21.585451405752522,0,0
Conca de Barberà ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.015296654797131,0,0,5.015296654797131,0,15.045889964391392,10.030593309594263,0,5.015296654797131,5.015296654797131,15.045889964391392,0,20.061186619188526,5.015296654797131,5.015296654797131,5.015296654797131,20.061186619188526,10.030593309594263,10.030593309594263,5.015296654797131,0,0,5.015296654797131,5.015296654797131,20.061186619188526,40.12237323837705,70.21415316715984,5.015296654797131,5.015296654797131,0,0,0,5.015296654797131,5.015296654797131,10.030593309594263,5.015296654797131,0,10.030593309594263,10.030593309594263,0,5.015296654797131,15.045889964391392,0,0,0,5.015296654797131,5.015296654797131,5.015296654797131,0,0,0,30.091779928782785,0,0,5.015296654797131,10.030593309594263,0,0,0,0,0,0,0,0,0,5.015296654797131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.015296654797131,0,0,0,0,0,5.015296654797131,30.091779928782785,5.015296654797131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.030593309594263,5.015296654797131,5.015296654797131,0,5.015296654797131,5.015296654797131,0,5.015296654797131,15.045889964391392,5.015296654797131,0,5.015296654797131,5.015296654797131,0,5.015296654797131,0,0,0,10.030593309594263,0,0,0,0,0,0,0,0,5.015296654797131,10.030593309594263,0,0,0,0,0,5.015296654797131,5.015296654797131,0,10.030593309594263,0,5.015296654797131,0,0,0,0
Garraf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6886862620864439,0.6886862620864439,1.3773725241728878,4.132117572518664,0,5.509490096691551,6.886862620864439,6.198176358777995,5.509490096691551,8.264235145037327,13.085038979642434,6.198176358777995,4.820803834605107,23.415332910939092,15.839784027988209,9.641607669210215,8.952921407123771,6.198176358777995,8.264235145037327,6.198176358777995,12.39635271755599,19.97190160050687,32.36825431806286,29.61350926971709,23.415332910939092,3.4434313104322194,6.198176358777995,11.018980193383102,12.39635271755599,9.641607669210215,39.94380320101374,47.519352083964634,4.132117572518664,4.132117572518664,4.132117572518664,4.132117572518664,5.509490096691551,2.066058786259332,13.773725241728878,2.066058786259332,0.6886862620864439,2.7547450483457756,5.509490096691551,18.594529076333988,8.264235145037327,2.7547450483457756,0,0,6.198176358777995,2.066058786259332,9.641607669210215,3.4434313104322194,2.7547450483457756,5.509490096691551,0,1.3773725241728878,0,2.7547450483457756,8.952921407123771,1.3773725241728878,1.3773725241728878,1.3773725241728878,1.3773725241728878,2.066058786259332,2.066058786259332,0,5.509490096691551,2.7547450483457756,0,0.6886862620864439,4.132117572518664,2.066058786259332,2.7547450483457756,1.3773725241728878,0,0,4.132117572518664,1.3773725241728878,3.4434313104322194,1.3773725241728878,0.6886862620864439,0.6886862620864439,0,1.3773725241728878,2.7547450483457756,0,0,2.7547450483457756,0,0,1.3773725241728878,2.066058786259332,0.6886862620864439,1.3773725241728878,0.6886862620864439,0,0,0.6886862620864439,0.6886862620864439,0.6886862620864439,0.6886862620864439,0.6886862620864439,0,0,0.6886862620864439,0,0,2.066058786259332,1.3773725241728878,0,0,0.6886862620864439,0.6886862620864439,3.4434313104322194,1.3773725241728878,4.820803834605107,0,0,1.3773725241728878,3.4434313104322194,2.7547450483457756,5.509490096691551,1.3773725241728878,0,0.6886862620864439,4.820803834605107,8.264235145037327,5.509490096691551,6.886862620864439,6.198176358777995,4.132117572518664,0,4.820803834605107,3.4434313104322194,2.7547450483457756,1.3773725241728878,4.132117572518664,1.3773725241728878,2.7547450483457756,3.4434313104322194,7.5755488829508835,7.5755488829508835,4.132117572518664,7.5755488829508835,4.132117572518664,2.066058786259332,2.7547450483457756,5.509490096691551,2.7547450483457756,6.886862620864439,10.330293931296659,0,0,1.3773725241728878,4.820803834605107,6.198176358777995,4.132117572518664,11.707666455469546,1.3773725241728878,5.509490096691551,2.7547450483457756,9.641607669210215,7.5755488829508835,1.3773725241728878,0
Garrigues,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.273427200337499,5.273427200337499,5.273427200337499,21.093708801349997,10.546854400674999,5.273427200337499,15.820281601012498,21.093708801349997,10.546854400674999,21.093708801349997,15.820281601012498,10.546854400674999,15.820281601012498,5.273427200337499,5.273427200337499,10.546854400674999,0,0,0,0,15.820281601012498,21.093708801349997,0,10.546854400674999,0,0,0,10.546854400674999,10.546854400674999,5.273427200337499,5.273427200337499,0,0,0,5.273427200337499,15.820281601012498,5.273427200337499,0,0,0,0,0,0,0,0,0,0,5.273427200337499,0,0,0,0,0,0,0,0,5.273427200337499,0,5.273427200337499,0,0,0,0,5.273427200337499,5.273427200337499,31.640563202024996,0,0,0,0,5.273427200337499,0,0,0,0,5.273427200337499,10.546854400674999,0,5.273427200337499,5.273427200337499,0,0,5.273427200337499,0,0,0,5.273427200337499,0,0,0,0,5.273427200337499,0,0,21.093708801349997,0,0,0,0,0,0,0,10.546854400674999,0,5.273427200337499,26.3671360016875,5.273427200337499,0,0,5.273427200337499,0,10.546854400674999,0,21.093708801349997,0,21.093708801349997,0,15.820281601012498,10.546854400674999,5.273427200337499,15.820281601012498,5.273427200337499,15.820281601012498,10.546854400674999,0,10.546854400674999,5.273427200337499,10.546854400674999,21.093708801349997,10.546854400674999,15.820281601012498,15.820281601012498,36.913990402362494,10.546854400674999,79.1014080050625,10.546854400674999,21.093708801349997,10.546854400674999,15.820281601012498,26.3671360016875,15.820281601012498,0,15.820281601012498,10.546854400674999,5.273427200337499,15.820281601012498,31.640563202024996,5.273427200337499,0,21.093708801349997,5.273427200337499,5.273427200337499,5.273427200337499,15.820281601012498,10.546854400674999,0,0
Garrotxa,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.2583425574769995,1.8145856393692499,7.2583425574769995,12.70209947558475,5.44375691810775,29.033370229907998,14.516685114953999,19.960442033061753,10.8875138362155,34.47712714801575,18.1458563936925,14.516685114953999,38.10629842675425,9.07292819684625,10.8875138362155,36.291712787385,29.033370229907998,30.84795586927725,39.920884066123506,29.033370229907998,23.58961331180025,3.6291712787384998,25.4041989511695,10.8875138362155,9.07292819684625,29.033370229907998,5.44375691810775,9.07292819684625,5.44375691810775,5.44375691810775,9.07292819684625,3.6291712787384998,32.662541508646505,45.36464098423125,112.5043096408935,1.8145856393692499,14.516685114953999,108.87513836215501,50.808397902339,27.218784590538753,10.8875138362155,3.6291712787384998,1.8145856393692499,3.6291712787384998,3.6291712787384998,3.6291712787384998,1.8145856393692499,3.6291712787384998,5.44375691810775,1.8145856393692499,1.8145856393692499,7.2583425574769995,30.84795586927725,3.6291712787384998,14.516685114953999,1.8145856393692499,0,1.8145856393692499,14.516685114953999,3.6291712787384998,1.8145856393692499,10.8875138362155,0,1.8145856393692499,5.44375691810775,3.6291712787384998,3.6291712787384998,3.6291712787384998,5.44375691810775,0,0,7.2583425574769995,5.44375691810775,3.6291712787384998,0,12.70209947558475,0,3.6291712787384998,3.6291712787384998,9.07292819684625,12.70209947558475,9.07292819684625,19.960442033061753,9.07292819684625,0,5.44375691810775,12.70209947558475,12.70209947558475,5.44375691810775,3.6291712787384998,0,0,3.6291712787384998,14.516685114953999,5.44375691810775,0,7.2583425574769995,0,0,9.07292819684625,5.44375691810775,0,1.8145856393692499,5.44375691810775,0,0,7.2583425574769995,0,10.8875138362155,16.331270754323253,7.2583425574769995,0,0,9.07292819684625,5.44375691810775,9.07292819684625,1.8145856393692499,7.2583425574769995,0,0,3.6291712787384998,9.07292819684625,7.2583425574769995,1.8145856393692499,1.8145856393692499,0,0,5.44375691810775,3.6291712787384998,3.6291712787384998,3.6291712787384998,5.44375691810775,1.8145856393692499,1.8145856393692499,0,5.44375691810775,14.516685114953999,1.8145856393692499,14.516685114953999,1.8145856393692499,0,18.1458563936925,3.6291712787384998,3.6291712787384998,3.6291712787384998,27.218784590538753,1.8145856393692499,0,10.8875138362155,5.44375691810775,14.516685114953999,14.516685114953999,10.8875138362155,1.8145856393692499,3.6291712787384998,12.70209947558475,9.07292819684625,27.218784590538753,1.8145856393692499,3.6291712787384998
